Empresa;Número do Documento;Ano Fiscal;Data do Documento;Tipo de Documento;Número do Item;Material;Vendedor;Quantidade; Valor em Moeda Local ; Valor em Moeda Estrangeira 
1000;183841;2023;19/09/2023;VF;1;PR037;VD027;20; R$ 2.912,00 ; R$ 2.912,00 
1000;183841;2023;19/09/2023;VF;2;PR024;VD035;8; R$ 2.183,16 ; R$ 2.183,16 
2000;183841;2023;18/09/2023;VF;3;PR006;VD022;18; R$ 725,38 ; R$ 725,38 
1000;183842;2023;18/09/2023;VF;1;PR051;VD027;18; R$ 633,65 ; R$ 633,65 
2000;183843;2023;17/09/2023;VF;1;PR057;VD019;16; R$ 1.539,09 ; R$ 1.539,09 
2000;183843;2023;17/09/2023;VF;2;PR004;VD037;16; R$ 2.343,20 ; R$ 2.343,20 
1000;183844;2023;17/09/2023;VF;1;PR046;VD041;2; R$ 614,59 ; R$ 614,59 
1000;183845;2023;17/09/2023;VF;1;PR030;VD015;1; R$ 265,10 ; R$ 265,10 
1000;183846;2023;17/09/2023;VF;1;PR010;VD029;5; R$ 240,22 ; R$ 240,22 
1000;183846;2023;17/09/2023;VF;2;PR028;VD034;8; R$ 2.179,13 ; R$ 2.179,13 
1000;183846;2023;17/09/2023;VF;3;PR059;VD042;14; R$ 2.671,20 ; R$ 2.671,20 
2000;183847;2023;17/09/2023;VF;1;PR033;VD019;8; R$ 2.224,74 ; R$ 2.224,74 
1000;183847;2023;16/09/2023;VF;2;PR054;VD018;16; R$ 870,26 ; R$ 870,26 
1000;183848;2023;16/09/2023;VF;1;PR023;VD017;4; R$ 1.089,56 ; R$ 1.089,56 
1000;183849;2023;16/09/2023;VF;1;PR031;VD040;3; R$ 757,05 ; R$ 757,05 
1000;183850;2023;16/09/2023;VF;1;PR004;VD039;16; R$ 2.528,80 ; R$ 2.528,80 
1000;183850;2023;15/09/2023;VF;2;PR029;VD048;7; R$ 1.874,25 ; R$ 1.874,25 
1000;183851;2023;15/09/2023;VF;1;PR031;VD024;5; R$ 1.286,25 ; R$ 1.286,25 
1000;183852;2023;15/09/2023;VF;1;PR020;VD014;12; R$ 3.850,72 ; R$ 3.850,72 
1000;183852;2023;15/09/2023;VF;2;PR006;VD011;7; R$ 293,27 ; R$ 293,27 
1000;183852;2023;15/09/2023;VF;3;PR060;VD021;12; R$ 2.160,00 ; R$ 2.160,00 
1000;183853;2023;14/09/2023;VF;1;PR052;VD039;6; R$ 311,38 ; R$ 311,38 
1000;183853;2023;14/09/2023;VF;2;PR008;VD027;3; R$ 277,79 ; R$ 277,79 
2000;183854;2023;13/09/2023;VF;1;PR004;VD032;1; R$ 147,90 ; R$ 147,90 
1000;183855;2023;13/09/2023;VF;1;PR057;VD049;4; R$ 370,39 ; R$ 370,39 
1000;183856;2023;13/09/2023;VF;1;PR016;VD044;4; R$ 112,92 ; R$ 112,92 
1000;183857;2023;13/09/2023;VF;1;PR025;VD012;7; R$ 2.162,28 ; R$ 2.162,28 
1000;183858;2023;13/09/2023;VF;1;PR028;VD032;18; R$ 4.813,07 ; R$ 4.813,07 
2000;183859;2023;13/09/2023;VF;1;PR014;VD020;4; R$ 164,39 ; R$ 164,39 
1000;183860;2023;13/09/2023;VF;1;PR006;VD026;5; R$ 215,46 ; R$ 215,46 
1000;183861;2023;12/09/2023;VF;1;PR004;VD015;16; R$ 2.320,00 ; R$ 2.320,00 
1000;183862;2023;12/09/2023;VF;1;PR033;VD043;5; R$ 1.338,49 ; R$ 1.338,49 
1000;183862;2023;12/09/2023;VF;2;PR027;VD037;10; R$ 1.236,00 ; R$ 1.236,00 
1000;183863;2023;12/09/2023;VF;1;PR053;VD047;6; R$ 314,37 ; R$ 314,37 
2000;183863;2023;12/09/2023;VF;2;PR025;VD037;20; R$ 6.057,98 ; R$ 6.057,98 
1000;183864;2023;12/09/2023;VF;1;PR036;VD019;2; R$ 203,83 ; R$ 203,83 
2000;183865;2023;12/09/2023;VF;1;PR054;VD049;6; R$ 320,36 ; R$ 320,36 
1000;183866;2023;11/09/2023;VF;1;PR057;VD043;6; R$ 560,98 ; R$ 560,98 
1000;183867;2023;11/09/2023;VF;1;PR026;VD046;10; R$ 3.743,93 ; R$ 3.743,93 
1000;183867;2023;11/09/2023;VF;2;PR031;VD029;6; R$ 1.587,60 ; R$ 1.587,60 
2000;183868;2023;11/09/2023;VF;1;PR028;VD029;2; R$ 539,78 ; R$ 539,78 
2000;183869;2023;11/09/2023;VF;1;PR019;VD046;2; R$ 109,78 ; R$ 109,78 
1000;183869;2023;11/09/2023;VF;2;PR056;VD028;3; R$ 275,09 ; R$ 275,09 
1000;183869;2023;11/09/2023;VF;3;PR006;VD029;8; R$ 335,16 ; R$ 335,16 
1000;183869;2023;11/09/2023;VF;4;PR010;VD028;2; R$ 96,98 ; R$ 96,98 
1000;183870;2023;11/09/2023;VF;1;PR029;VD022;18; R$ 4.773,60 ; R$ 4.773,60 
1000;183871;2023;11/09/2023;VF;1;PR026;VD014;14; R$ 5.241,50 ; R$ 5.241,50 
1000;183872;2023;10/09/2023;VF;1;PR054;VD046;10; R$ 503,99 ; R$ 503,99 
2000;183873;2023;10/09/2023;VF;1;PR055;VD014;8; R$ 747,97 ; R$ 747,97 
1000;183874;2023;10/09/2023;VF;1;PR022;VD041;2; R$ 630,00 ; R$ 630,00 
2000;183874;2023;10/09/2023;VF;2;PR038;VD038;3; R$ 467,28 ; R$ 467,28 
1000;183875;2023;10/09/2023;VF;1;PR049;VD038;4; R$ 140,81 ; R$ 140,81 
2000;183876;2023;10/09/2023;VF;1;PR033;VD048;12; R$ 3.243,55 ; R$ 3.243,55 
1000;183877;2023;10/09/2023;VF;1;PR050;VD018;2; R$ 67,77 ; R$ 67,77 
1000;183878;2023;10/09/2023;VF;1;PR037;VD014;8; R$ 1.209,60 ; R$ 1.209,60 
1000;183878;2023;10/09/2023;VF;2;PR001;VD010;8; R$ 537,74 ; R$ 537,74 
1000;183879;2023;09/09/2023;VF;1;PR049;VD015;16; R$ 573,78 ; R$ 573,78 
1000;183880;2023;09/09/2023;VF;1;PR013;VD020;6; R$ 248,98 ; R$ 248,98 
1000;183881;2023;09/09/2023;VF;1;PR003;VD031;9; R$ 657,24 ; R$ 657,24 
1000;183881;2023;09/09/2023;VF;2;PR057;VD045;7; R$ 679,64 ; R$ 679,64 
1000;183881;2023;09/09/2023;VF;3;PR025;VD035;1; R$ 305,90 ; R$ 305,90 
1000;183882;2023;09/09/2023;VF;1;PR047;VD023;20; R$ 6.029,92 ; R$ 6.029,92 
1000;183883;2023;08/09/2023;VF;1;PR060;VD030;18; R$ 3.402,00 ; R$ 3.402,00 
2000;183884;2023;08/09/2023;VF;1;PR017;VD049;18; R$ 581,26 ; R$ 581,26 
1000;183885;2023;08/09/2023;VF;1;PR024;VD026;10; R$ 2.806,92 ; R$ 2.806,92 
1000;183885;2023;08/09/2023;VF;2;PR013;VD013;16; R$ 702,24 ; R$ 702,24 
1000;183885;2023;08/09/2023;VF;3;PR057;VD027;18; R$ 1.666,75 ; R$ 1.666,75 
1000;183886;2023;08/09/2023;VF;1;PR057;VD038;8; R$ 733,58 ; R$ 733,58 
2000;183886;2023;08/09/2023;VF;2;PR020;VD021;2; R$ 617,79 ; R$ 617,79 
1000;183887;2023;08/09/2023;VF;1;PR007;VD033;8; R$ 749,05 ; R$ 749,05 
2000;183888;2023;08/09/2023;VF;1;PR040;VD023;4; R$ 308,00 ; R$ 308,00 
1000;183888;2023;08/09/2023;VF;2;PR024;VD018;2; R$ 535,39 ; R$ 535,39 
1000;183888;2023;08/09/2023;VF;3;PR004;VD031;4; R$ 603,20 ; R$ 603,20 
1000;183889;2023;08/09/2023;VF;1;PR016;VD010;8; R$ 221,70 ; R$ 221,70 
1000;183890;2023;07/09/2023;VF;1;PR029;VD030;5; R$ 1.287,75 ; R$ 1.287,75 
1000;183891;2023;07/09/2023;VF;1;PR007;VD046;9; R$ 804,02 ; R$ 804,02 
1000;183892;2023;06/09/2023;VF;1;PR049;VD032;14; R$ 492,84 ; R$ 492,84 
1000;183893;2023;06/09/2023;VF;1;PR039;VD035;16; R$ 2.452,80 ; R$ 2.452,80 
1000;183893;2023;06/09/2023;VF;2;PR022;VD022;2; R$ 606,00 ; R$ 606,00 
1000;183893;2023;06/09/2023;VF;3;PR004;VD023;2; R$ 319,00 ; R$ 319,00 
2000;183894;2023;06/09/2023;VF;1;PR011;VD049;9; R$ 460,09 ; R$ 460,09 
1000;183895;2023;06/09/2023;VF;1;PR052;VD044;20; R$ 1.077,84 ; R$ 1.077,84 
1000;183896;2023;05/09/2023;VF;1;PR001;VD039;5; R$ 345,98 ; R$ 345,98 
1000;183897;2023;05/09/2023;VF;1;PR051;VD031;5; R$ 164,50 ; R$ 164,50 
1000;183897;2023;05/09/2023;VF;2;PR007;VD023;4; R$ 367,65 ; R$ 367,65 
1000;183898;2023;05/09/2023;VF;1;PR039;VD019;3; R$ 459,90 ; R$ 459,90 
1000;183898;2023;05/09/2023;VF;2;PR033;VD041;5; R$ 1.351,48 ; R$ 1.351,48 
1000;183899;2023;04/09/2023;VF;1;PR043;VD035;6; R$ 474,15 ; R$ 474,15 
2000;183900;2023;04/09/2023;VF;1;PR056;VD025;1; R$ 92,60 ; R$ 92,60 
1000;183901;2023;04/09/2023;VF;1;PR032;VD033;7; R$ 1.820,00 ; R$ 1.820,00 
1000;183902;2023;04/09/2023;VF;1;PR035;VD042;4; R$ 398,50 ; R$ 398,50 
1000;183903;2023;04/09/2023;VF;1;PR011;VD030;4; R$ 193,23 ; R$ 193,23 
1000;183903;2023;04/09/2023;VF;2;PR011;VD036;2; R$ 93,80 ; R$ 93,80 
1000;183904;2023;03/09/2023;VF;1;PR039;VD031;4; R$ 624,88 ; R$ 624,88 
1000;183905;2023;03/09/2023;VF;1;PR026;VD045;16; R$ 5.822,34 ; R$ 5.822,34 
1000;183906;2023;03/09/2023;VF;1;PR048;VD029;20; R$ 6.145,88 ; R$ 6.145,88 
2000;183907;2023;03/09/2023;VF;1;PR021;VD045;6; R$ 1.817,40 ; R$ 1.817,40 
1000;183908;2023;03/09/2023;VF;1;PR047;VD030;14; R$ 4.180,36 ; R$ 4.180,36 
1000;183908;2023;03/09/2023;VF;2;PR002;VD030;8; R$ 609,53 ; R$ 609,53 
1000;183909;2023;03/09/2023;VF;1;PR048;VD040;4; R$ 1.263,96 ; R$ 1.263,96 
1000;183910;2023;03/09/2023;VF;1;PR017;VD019;10; R$ 304,98 ; R$ 304,98 
1000;183910;2023;03/09/2023;VF;2;PR058;VD046;1; R$ 189,00 ; R$ 189,00 
1000;183911;2023;02/09/2023;VF;1;PR040;VD020;10; R$ 770,00 ; R$ 770,00 
2000;183912;2023;02/09/2023;VF;1;PR014;VD028;8; R$ 331,97 ; R$ 331,97 
1000;183913;2023;01/09/2023;VF;1;PR021;VD022;8; R$ 2.447,43 ; R$ 2.447,43 
1000;183914;2023;01/09/2023;VF;1;PR028;VD021;10; R$ 2.723,91 ; R$ 2.723,91 
2000;183915;2023;01/09/2023;VF;1;PR052;VD018;5; R$ 259,48 ; R$ 259,48 
2000;183915;2023;01/09/2023;VF;2;PR042;VD011;9; R$ 523,75 ; R$ 523,75 
1000;183916;2023;31/08/2023;VF;1;PR034;VD033;6; R$ 539,40 ; R$ 539,40 
1000;183917;2023;31/08/2023;VF;1;PR040;VD011;2; R$ 140,00 ; R$ 140,00 
1000;183918;2023;31/08/2023;VF;1;PR004;VD012;6; R$ 948,30 ; R$ 948,30 
1000;183919;2023;31/08/2023;VF;1;PR050;VD040;6; R$ 213,19 ; R$ 213,19 
2000;183919;2023;31/08/2023;VF;2;PR059;VD027;2; R$ 378,00 ; R$ 378,00 
1000;183919;2023;30/08/2023;VF;3;PR058;VD031;5; R$ 927,00 ; R$ 927,00 
1000;183919;2023;30/08/2023;VF;4;PR039;VD048;1; R$ 153,30 ; R$ 153,30 
1000;183920;2023;30/08/2023;VF;1;PR001;VD028;5; R$ 336,09 ; R$ 336,09 
1000;183920;2023;29/08/2023;VF;2;PR006;VD027;8; R$ 347,93 ; R$ 347,93 
1000;183921;2023;29/08/2023;VF;1;PR049;VD017;16; R$ 536,93 ; R$ 536,93 
1000;183921;2023;29/08/2023;VF;2;PR029;VD035;8; R$ 2.121,60 ; R$ 2.121,60 
1000;183922;2023;29/08/2023;VF;1;PR053;VD017;3; R$ 164,67 ; R$ 164,67 
1000;183923;2023;29/08/2023;VF;1;PR058;VD038;5; R$ 909,00 ; R$ 909,00 
1000;183924;2023;29/08/2023;VF;1;PR054;VD021;12; R$ 604,79 ; R$ 604,79 
1000;183924;2023;28/08/2023;VF;2;PR035;VD039;1; R$ 94,14 ; R$ 94,14 
1000;183925;2023;28/08/2023;VF;1;PR013;VD020;18; R$ 761,29 ; R$ 761,29 
1000;183926;2023;28/08/2023;VF;1;PR011;VD032;18; R$ 886,41 ; R$ 886,41 
1000;183927;2023;27/08/2023;VF;1;PR037;VD010;10; R$ 1.540,00 ; R$ 1.540,00 
1000;183928;2023;27/08/2023;VF;1;PR038;VD040;6; R$ 908,84 ; R$ 908,84 
1000;183929;2023;27/08/2023;VF;1;PR049;VD020;2; R$ 68,43 ; R$ 68,43 
2000;183929;2023;27/08/2023;VF;2;PR006;VD048;7; R$ 307,23 ; R$ 307,23 
1000;183930;2023;26/08/2023;VF;1;PR058;VD021;6; R$ 1.166,40 ; R$ 1.166,40 
1000;183930;2023;26/08/2023;VF;2;PR059;VD033;6; R$ 1.166,40 ; R$ 1.166,40 
1000;183931;2023;26/08/2023;VF;1;PR051;VD024;1; R$ 33,56 ; R$ 33,56 
1000;183932;2023;26/08/2023;VF;1;PR038;VD013;7; R$ 1.020,31 ; R$ 1.020,31 
1000;183933;2023;26/08/2023;VF;1;PR005;VD048;1; R$ 275,49 ; R$ 275,49 
1000;183934;2023;26/08/2023;VF;1;PR008;VD015;20; R$ 1.977,80 ; R$ 1.977,80 
1000;183935;2023;25/08/2023;VF;1;PR044;VD046;5; R$ 387,88 ; R$ 387,88 
1000;183935;2023;25/08/2023;VF;2;PR022;VD021;3; R$ 963,00 ; R$ 963,00 
1000;183935;2023;24/08/2023;VF;3;PR017;VD042;4; R$ 121,99 ; R$ 121,99 
1000;183935;2023;24/08/2023;VF;4;PR008;VD043;10; R$ 943,95 ; R$ 943,95 
1000;183936;2023;24/08/2023;VF;1;PR047;VD025;6; R$ 1.861,16 ; R$ 1.861,16 
1000;183936;2023;24/08/2023;VF;2;PR041;VD041;2; R$ 116,39 ; R$ 116,39 
1000;183937;2023;23/08/2023;VF;1;PR051;VD044;10; R$ 358,61 ; R$ 358,61 
1000;183937;2023;23/08/2023;VF;2;PR001;VD032;6; R$ 427,03 ; R$ 427,03 
1000;183938;2023;23/08/2023;VF;1;PR010;VD037;20; R$ 942,90 ; R$ 942,90 
1000;183938;2023;23/08/2023;VF;2;PR047;VD033;8; R$ 2.388,78 ; R$ 2.388,78 
1000;183939;2023;23/08/2023;VF;1;PR029;VD013;14; R$ 3.641,40 ; R$ 3.641,40 
1000;183940;2023;23/08/2023;VF;1;PR031;VD036;2; R$ 499,80 ; R$ 499,80 
1000;183941;2023;23/08/2023;VF;1;PR032;VD021;3; R$ 772,50 ; R$ 772,50 
1000;183942;2023;22/08/2023;VF;1;PR037;VD049;3; R$ 432,60 ; R$ 432,60 
1000;183943;2023;22/08/2023;VF;1;PR018;VD026;3; R$ 107,58 ; R$ 107,58 
1000;183944;2023;21/08/2023;VF;1;PR048;VD040;2; R$ 591,40 ; R$ 591,40 
2000;183945;2023;21/08/2023;VF;1;PR011;VD036;9; R$ 464,31 ; R$ 464,31 
1000;183946;2023;21/08/2023;VF;1;PR021;VD019;2; R$ 623,97 ; R$ 623,97 
1000;183947;2023;21/08/2023;VF;1;PR021;VD038;6; R$ 1.926,44 ; R$ 1.926,44 
1000;183947;2023;21/08/2023;VF;2;PR049;VD021;2; R$ 67,77 ; R$ 67,77 
1000;183948;2023;21/08/2023;VF;1;PR056;VD030;7; R$ 692,23 ; R$ 692,23 
1000;183949;2023;21/08/2023;VF;1;PR005;VD028;6; R$ 1.684,15 ; R$ 1.684,15 
1000;183949;2023;21/08/2023;VF;2;PR029;VD010;8; R$ 2.060,40 ; R$ 2.060,40 
2000;183950;2023;21/08/2023;VF;1;PR054;VD032;10; R$ 538,92 ; R$ 538,92 
1000;183951;2023;21/08/2023;VF;1;PR038;VD040;6; R$ 917,42 ; R$ 917,42 
1000;183952;2023;21/08/2023;VF;1;PR042;VD012;8; R$ 452,38 ; R$ 452,38 
2000;183952;2023;21/08/2023;VF;2;PR028;VD032;9; R$ 2.429,03 ; R$ 2.429,03 
1000;183953;2023;21/08/2023;VF;1;PR039;VD027;6; R$ 928,56 ; R$ 928,56 
2000;183954;2023;21/08/2023;VF;1;PR010;VD027;1; R$ 45,80 ; R$ 45,80 
1000;183955;2023;21/08/2023;VF;1;PR050;VD029;16; R$ 526,40 ; R$ 526,40 
1000;183956;2023;21/08/2023;VF;1;PR046;VD025;6; R$ 1.826,37 ; R$ 1.826,37 
1000;183956;2023;20/08/2023;VF;2;PR036;VD024;2; R$ 203,83 ; R$ 203,83 
1000;183957;2023;20/08/2023;VF;1;PR047;VD035;1; R$ 313,09 ; R$ 313,09 
2000;183958;2023;20/08/2023;VF;1;PR014;VD028;4; R$ 161,20 ; R$ 161,20 
1000;183959;2023;20/08/2023;VF;1;PR039;VD012;20; R$ 3.124,40 ; R$ 3.124,40 
1000;183959;2023;20/08/2023;VF;2;PR051;VD034;6; R$ 211,22 ; R$ 211,22 
1000;183960;2023;19/08/2023;VF;1;PR060;VD043;8; R$ 1.483,20 ; R$ 1.483,20 
2000;183961;2023;19/08/2023;VF;1;PR050;VD040;10; R$ 329,00 ; R$ 329,00 
1000;183962;2023;19/08/2023;VF;1;PR044;VD012;4; R$ 301,60 ; R$ 301,60 
1000;183963;2023;19/08/2023;VF;1;PR013;VD031;14; R$ 608,87 ; R$ 608,87 
1000;183964;2023;19/08/2023;VF;1;PR002;VD027;6; R$ 452,95 ; R$ 452,95 
1000;183965;2023;19/08/2023;VF;1;PR031;VD024;6; R$ 1.499,40 ; R$ 1.499,40 
1000;183965;2023;19/08/2023;VF;2;PR052;VD041;14; R$ 754,49 ; R$ 754,49 
2000;183965;2023;19/08/2023;VF;3;PR058;VD030;2; R$ 363,60 ; R$ 363,60 
1000;183966;2023;19/08/2023;VF;1;PR034;VD013;7; R$ 667,06 ; R$ 667,06 
2000;183967;2023;18/08/2023;VF;1;PR052;VD041;18; R$ 970,06 ; R$ 970,06 
1000;183968;2023;18/08/2023;VF;1;PR046;VD019;4; R$ 1.240,77 ; R$ 1.240,77 
1000;183969;2023;17/08/2023;VF;1;PR056;VD039;14; R$ 1.334,12 ; R$ 1.334,12 
1000;183970;2023;17/08/2023;VF;1;PR034;VD042;10; R$ 988,90 ; R$ 988,90 
2000;183970;2023;17/08/2023;VF;2;PR029;VD043;1; R$ 267,75 ; R$ 267,75 
1000;183971;2023;16/08/2023;VF;1;PR043;VD023;8; R$ 603,20 ; R$ 603,20 
1000;183972;2023;16/08/2023;VF;1;PR014;VD035;5; R$ 211,47 ; R$ 211,47 
1000;183973;2023;16/08/2023;VF;1;PR019;VD018;18; R$ 925,15 ; R$ 925,15 
1000;183974;2023;16/08/2023;VF;1;PR057;VD028;6; R$ 539,40 ; R$ 539,40 
1000;183975;2023;15/08/2023;VF;1;PR047;VD047;8; R$ 2.458,35 ; R$ 2.458,35 
1000;183976;2023;15/08/2023;VF;1;PR012;VD042;16; R$ 837,17 ; R$ 837,17 
1000;183976;2023;15/08/2023;VF;2;PR016;VD048;14; R$ 391,61 ; R$ 391,61 
1000;183976;2023;15/08/2023;VF;3;PR047;VD049;2; R$ 620,39 ; R$ 620,39 
1000;183977;2023;14/08/2023;VF;1;PR048;VD036;4; R$ 1.275,56 ; R$ 1.275,56 
1000;183978;2023;14/08/2023;VF;1;PR020;VD038;4; R$ 1.235,59 ; R$ 1.235,59 
2000;183979;2023;14/08/2023;VF;1;PR011;VD018;6; R$ 309,54 ; R$ 309,54 
1000;183979;2023;14/08/2023;VF;2;PR049;VD043;7; R$ 244,12 ; R$ 244,12 
2000;183980;2023;14/08/2023;VF;1;PR018;VD033;4; R$ 135,55 ; R$ 135,55 
1000;183981;2023;14/08/2023;VF;1;PR051;VD010;9; R$ 296,10 ; R$ 296,10 
1000;183981;2023;14/08/2023;VF;2;PR007;VD041;4; R$ 353,91 ; R$ 353,91 
1000;183982;2023;14/08/2023;VF;1;PR008;VD046;3; R$ 288,58 ; R$ 288,58 
1000;183983;2023;14/08/2023;VF;1;PR053;VD029;8; R$ 415,17 ; R$ 415,17 
2000;183984;2023;14/08/2023;VF;1;PR060;VD015;20; R$ 3.744,00 ; R$ 3.744,00 
1000;183985;2023;13/08/2023;VF;1;PR037;VD040;9; R$ 1.335,60 ; R$ 1.335,60 
1000;183986;2023;13/08/2023;VF;1;PR050;VD028;2; R$ 66,46 ; R$ 66,46 
2000;183987;2023;12/08/2023;VF;1;PR013;VD017;8; R$ 351,12 ; R$ 351,12 
1000;183987;2023;12/08/2023;VF;2;PR024;VD043;10; R$ 2.650,98 ; R$ 2.650,98 
1000;183988;2023;12/08/2023;VF;1;PR001;VD038;14; R$ 987,18 ; R$ 987,18 
1000;183989;2023;12/08/2023;VF;1;PR004;VD019;1; R$ 150,80 ; R$ 150,80 
1000;183990;2023;11/08/2023;VF;1;PR041;VD017;4; R$ 228,38 ; R$ 228,38 
1000;183991;2023;11/08/2023;VF;1;PR055;VD040;16; R$ 1.495,94 ; R$ 1.495,94 
1000;183992;2023;11/08/2023;VF;1;PR048;VD045;4; R$ 1.205,98 ; R$ 1.205,98 
2000;183992;2023;10/08/2023;VF;2;PR024;VD019;4; R$ 1.112,37 ; R$ 1.112,37 
1000;183992;2023;10/08/2023;VF;3;PR006;VD023;14; R$ 586,53 ; R$ 586,53 
1000;183993;2023;10/08/2023;VF;1;PR022;VD029;7; R$ 2.100,00 ; R$ 2.100,00 
1000;183994;2023;10/08/2023;VF;1;PR027;VD016;2; R$ 242,40 ; R$ 242,40 
1000;183995;2023;10/08/2023;VF;1;PR017;VD029;12; R$ 380,33 ; R$ 380,33 
1000;183996;2023;09/08/2023;VF;1;PR018;VD049;12; R$ 410,59 ; R$ 410,59 
1000;183996;2023;09/08/2023;VF;2;PR003;VD024;9; R$ 638,10 ; R$ 638,10 
1000;183997;2023;08/08/2023;VF;1;PR021;VD046;20; R$ 6.239,74 ; R$ 6.239,74 
1000;183998;2023;08/08/2023;VF;1;PR018;VD049;8; R$ 278,99 ; R$ 278,99 
1000;183999;2023;08/08/2023;VF;1;PR047;VD019;8; R$ 2.527,93 ; R$ 2.527,93 
1000;184000;2023;07/08/2023;VF;1;PR030;VD043;16; R$ 4.366,32 ; R$ 4.366,32 
1000;184001;2023;07/08/2023;VF;1;PR011;VD026;14; R$ 709,13 ; R$ 709,13 
1000;184001;2023;06/08/2023;VF;2;PR049;VD042;8; R$ 289,52 ; R$ 289,52 
1000;184001;2023;06/08/2023;VF;3;PR057;VD034;4; R$ 366,79 ; R$ 366,79 
1000;184002;2023;06/08/2023;VF;1;PR049;VD049;10; R$ 361,90 ; R$ 361,90 
1000;184002;2023;06/08/2023;VF;2;PR037;VD029;4; R$ 588,00 ; R$ 588,00 
2000;184003;2023;06/08/2023;VF;1;PR029;VD017;8; R$ 2.223,60 ; R$ 2.223,60 
1000;184004;2023;06/08/2023;VF;1;PR007;VD027;18; R$ 1.592,59 ; R$ 1.592,59 
1000;184004;2023;06/08/2023;VF;2;PR023;VD044;7; R$ 1.784,29 ; R$ 1.784,29 
1000;184005;2023;05/08/2023;VF;1;PR003;VD011;2; R$ 143,22 ; R$ 143,22 
1000;184006;2023;05/08/2023;VF;1;PR006;VD039;10; R$ 402,99 ; R$ 402,99 
2000;184006;2023;05/08/2023;VF;2;PR014;VD039;7; R$ 304,44 ; R$ 304,44 
1000;184006;2023;04/08/2023;VF;3;PR033;VD042;9; R$ 2.409,27 ; R$ 2.409,27 
1000;184006;2023;04/08/2023;VF;4;PR017;VD022;2; R$ 63,39 ; R$ 63,39 
1000;184007;2023;04/08/2023;VF;1;PR038;VD010;7; R$ 1.070,32 ; R$ 1.070,32 
1000;184008;2023;04/08/2023;VF;1;PR020;VD038;5; R$ 1.589,47 ; R$ 1.589,47 
1000;184009;2023;04/08/2023;VF;1;PR005;VD047;3; R$ 849,87 ; R$ 849,87 
1000;184010;2023;04/08/2023;VF;1;PR058;VD014;1; R$ 190,80 ; R$ 190,80 
1000;184011;2023;03/08/2023;VF;1;PR033;VD049;2; R$ 571,78 ; R$ 571,78 
1000;184012;2023;03/08/2023;VF;1;PR049;VD047;1; R$ 34,55 ; R$ 34,55 
1000;184012;2023;02/08/2023;VF;2;PR028;VD024;9; R$ 2.474,01 ; R$ 2.474,01 
1000;184012;2023;02/08/2023;VF;3;PR034;VD029;8; R$ 769,54 ; R$ 769,54 
1000;184013;2023;02/08/2023;VF;1;PR057;VD024;8; R$ 726,39 ; R$ 726,39 
1000;184014;2023;02/08/2023;VF;1;PR007;VD048;14; R$ 1.322,86 ; R$ 1.322,86 
2000;184015;2023;02/08/2023;VF;1;PR054;VD036;6; R$ 317,36 ; R$ 317,36 
1000;184016;2023;02/08/2023;VF;1;PR026;VD016;6; R$ 2.183,38 ; R$ 2.183,38 
2000;184017;2023;02/08/2023;VF;1;PR024;VD037;5; R$ 1.429,45 ; R$ 1.429,45 
2000;184017;2023;02/08/2023;VF;2;PR044;VD045;8; R$ 620,60 ; R$ 620,60 
1000;184017;2023;01/08/2023;VF;3;PR045;VD011;12; R$ 887,40 ; R$ 887,40 
1000;184017;2023;01/08/2023;VF;4;PR060;VD037;8; R$ 1.483,20 ; R$ 1.483,20 
1000;184018;2023;31/07/2023;VF;1;PR024;VD048;2; R$ 525,00 ; R$ 525,00 
1000;184018;2023;31/07/2023;VF;2;PR056;VD038;9; R$ 825,28 ; R$ 825,28 
1000;184019;2023;30/07/2023;VF;1;PR005;VD029;2; R$ 525,00 ; R$ 525,00 
2000;184020;2023;30/07/2023;VF;1;PR042;VD036;9; R$ 533,63 ; R$ 533,63 
1000;184021;2023;29/07/2023;VF;1;PR039;VD013;9; R$ 1.379,70 ; R$ 1.379,70 
1000;184022;2023;29/07/2023;VF;1;PR021;VD027;4; R$ 1.260,06 ; R$ 1.260,06 
1000;184023;2023;29/07/2023;VF;1;PR047;VD030;10; R$ 3.043,95 ; R$ 3.043,95 
1000;184024;2023;28/07/2023;VF;1;PR056;VD015;7; R$ 635,59 ; R$ 635,59 
1000;184025;2023;28/07/2023;VF;1;PR057;VD010;4; R$ 381,18 ; R$ 381,18 
1000;184026;2023;28/07/2023;VF;1;PR023;VD021;6; R$ 1.604,36 ; R$ 1.604,36 
1000;184027;2023;27/07/2023;VF;1;PR001;VD036;8; R$ 574,65 ; R$ 574,65 
1000;184028;2023;27/07/2023;VF;1;PR043;VD040;2; R$ 155,15 ; R$ 155,15 
1000;184029;2023;27/07/2023;VF;1;PR058;VD030;4; R$ 720,00 ; R$ 720,00 
1000;184030;2023;26/07/2023;VF;1;PR023;VD039;9; R$ 2.474,01 ; R$ 2.474,01 
1000;184031;2023;26/07/2023;VF;1;PR012;VD032;12; R$ 610,27 ; R$ 610,27 
1000;184032;2023;26/07/2023;VF;1;PR026;VD043;2; R$ 769,78 ; R$ 769,78 
1000;184033;2023;26/07/2023;VF;1;PR002;VD036;8; R$ 587,16 ; R$ 587,16 
1000;184034;2023;25/07/2023;VF;1;PR028;VD043;4; R$ 1.049,58 ; R$ 1.049,58 
1000;184034;2023;25/07/2023;VF;2;PR044;VD021;6; R$ 439,35 ; R$ 439,35 
